 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Tonga
01-Jan-2012 00:00, 1.567,  27.2,  28.6, 1010.2, 0.014,-0.006,  118,   8.1,   4.8
01-Jan-2012 01:00, 1.556,  27.2,  29.1, 1009.8, 0.005,-0.024,  111,   9.0,   6.1
01-Jan-2012 02:00, 1.438,  27.3,  25.2, 1009.9,-0.001,-0.036,  111,  11.7,   5.6
01-Jan-2012 03:00, 1.259,  27.4,  26.7, 1009.2, 0.011,-0.022,  130,   9.0,   3.2
01-Jan-2012 04:00, 1.046,  27.4,  25.8, 1009.0, 0.020,-0.020,   92,   9.9,   5.0
01-Jan-2012 05:00, 0.850,  27.3,  27.3, 1009.2, 0.023,-0.019,   90,   9.3,   6.3
01-Jan-2012 06:00, 0.722,  27.3,  26.6, 1009.8, 0.020,-0.020,   90,  10.6,   5.2
01-Jan-2012 07:00, 0.696,  27.3,  26.5, 1010.3, 0.017,-0.017,   88,   9.2,   5.0
01-Jan-2012 08:00, 0.773,  27.3,  26.7, 1010.7, 0.012,-0.017,   92,   8.8,   5.2
01-Jan-2012 09:00, 0.931,  27.3,  26.6, 1011.2, 0.009,-0.016,   85,   9.9,   6.2
01-Jan-2012 10:00, 1.133,  27.3,  26.4, 1011.0, 0.011,-0.009,   86,  10.1,   5.6
01-Jan-2012 11:00, 1.319,  27.3,  26.0, 1010.6, 0.015,-0.008,   76,  10.3,   4.6
01-Jan-2012 12:00, 1.433,  27.3,  26.5, 1010.2, 0.014,-0.013,   67,   8.5,   5.7
01-Jan-2012 13:00, 1.455,  27.3,  26.4, 1009.7, 0.015,-0.016,   62,   8.1,   4.6
01-Jan-2012 14:00, 1.379,  27.2,  26.2, 1009.3, 0.016,-0.019,   58,   7.5,   4.0
01-Jan-2012 15:00, 1.224,  27.2,  26.2, 1009.0, 0.016,-0.024,   54,  10.3,   3.6
01-Jan-2012 16:00, 1.040,  27.2,  26.1, 1009.2, 0.022,-0.020,   53,   6.2,   3.5
01-Jan-2012 17:00, 0.868,  27.2,  25.6, 1009.7, 0.029,-0.011,   86,   5.7,   2.0
01-Jan-2012 18:00, 0.738,  27.2,  25.7, 1010.2, 0.021,-0.014,   72,   7.2,   3.9
